query,answer,rec_api,rank,original_rank
how to create a file in Java only if one doesn't already exist,['java.io.File.createNewFile'],"['java.nio.file.Files.createDirectories', 'java.nio.file.Files.newBufferedWriter', 'java.io.File.createNewFile', 'java.nio.file.Files.newByteChannel', 'java.nio.file.Files.write', 'java.nio.file.Files.newOutputStream', 'java.io.File.exists', 'java.nio.channels.FileChannel.open', 'java.nio.file.Files.createDirectory', 'java.nio.file.Files.exists']",3,4
Creating new object in abstract class in Java,"['java.lang.Class.getConstructor', 'java.lang.reflect.Constructor.newInstance', 'java.lang.Class.newInstance']","['java.lang.Class.newInstance', 'java.lang.Class.getConstructor', 'java.lang.reflect.Constructor.newInstance', 'java.lang.Class.forName', 'java.lang.Class.getConstructors', 'java.lang.reflect.Modifier.isAbstract', 'null', 'null', 'null', 'null']",1,2
Load Java Image inside package from a class in a different package,"['java.lang.Class.getResource', 'java.lang.ClassLoader.getResource']","['java.lang.Class.getResource', 'java.lang.ClassLoader.getSystemResource', 'java.lang.Class.forName', 'java.lang.ClassLoader.getSystemClassLoader', 'java.lang.ClassLoader.loadClass', 'java.lang.Class.getDeclaredField', 'java.lang.ClassLoader.defineClass', 'java.lang.Class.getField', 'javax.imageio.ImageIO.read', 'java.lang.reflect.Constructor.newInstance']",1,3
How to collect DoubleStream to List,"['java.util.stream.DoubleStream.boxed', 'java.lang.Double.parseDouble', 'java.lang.Double.valueOf', 'java.util.stream.Stream.mapToDouble']","['java.util.stream.IntStream.asLongStream', 'java.util.Collections.unmodifiableList', 'java.util.stream.Collectors.toMap', 'java.util.stream.Collectors.summarizingDouble', 'java.util.stream.Stream.mapToInt', 'java.util.stream.Collectors.toList', 'java.util.Arrays.asList', 'java.util.Collections.sort', 'java.util.stream.Collectors.toCollection', 'java.util.Collection.addAll']",-1,5
Java Streams: find if stream contains null,['java.util.stream.Stream.findAny'],"['org.omg.CORBA.portable.InputStream.read', 'java.util.stream.Stream.empty', 'java.util.Arrays.stream', 'java.util.stream.Stream.anyMatch', 'java.util.stream.Stream.max', 'java.util.Objects.isNull', 'java.io.InputStream.close', 'java.nio.file.Files.find', 'java.util.Optional.ofNullable', 'java.util.OptionalInt.orElseThrow']",-1,10
JDesktopPane - how to get active frame,['javax.swing.JDesktopPane.getAllFrames'],"['javax.swing.JDesktopPane.getAllFrames', 'javax.swing.JDesktopPane.removeAll', 'javax.swing.JFrame.setDefaultLookAndFeelDecorated', 'javax.swing.JTabbedPane.setTabComponentAt', 'javax.swing.JOptionPane.showMessageDialog', 'javax.swing.JComponent.setComponentPopupMenu', 'java.awt.Frame.getFrames', 'javax.swing.JFrame.setIconImage', 'java.awt.Window.setIconImages', 'java.awt.Window.getWindows']",1,1
JAVA: Concurrency control for access to list in java,['java.util.Collections.synchronizedList'],"['java.util.Collections.synchronizedList', 'java.util.concurrent.ConcurrentMap.replace', 'java.util.concurrent.ConcurrentHashMap.replace', 'java.util.Collections.unmodifiableList', 'java.util.concurrent.locks.Lock.tryLock', 'java.util.Map.put', 'java.util.Map.get', 'javax.swing.SwingUtilities.invokeLater', 'java.util.Collections.singletonList', 'java.util.concurrent.atomic.AtomicInteger.compareAndSet']",1,1
How do I use swing in a shutdown hook,"['java.lang.Runtime.addShutdownHook', 'java.lang.System.exit']","['java.lang.Runtime.addShutdownHook', 'java.util.concurrent.ExecutorService.shutdown', 'java.lang.Runtime.halt', 'java.lang.Thread.join', 'java.awt.Frame.getFrames', 'javax.swing.SwingUtilities.invokeLater', 'java.lang.Thread.sleep', 'java.lang.System.exit', 'java.util.concurrent.ExecutorService.shutdownNow', 'javax.swing.SwingUtilities.invokeAndWait']",1,1
How to ensure a piece of code is run before exiting a java application,"['java.lang.Runtime.addShutdownHook', 'java.lang.System.exit']","['java.lang.System.exit', 'java.lang.Runtime.addShutdownHook', 'javax.swing.JFrame.setDefaultCloseOperation', 'java.lang.Runtime.exec', 'java.lang.SecurityManager.checkExit', 'java.lang.Thread.stop', 'java.awt.EventQueue.invokeLater', 'javax.swing.SwingUtilities.invokeLater', 'java.lang.System.setSecurityManager', 'java.lang.Thread.interrupted']",1,1
Java concatenate to build string or format,['java.lang.String.format'],"['java.lang.String.format', 'java.lang.String.concat', 'java.lang.String.valueOf', 'java.io.PrintStream.format', 'java.lang.StringBuilder.append', 'java.lang.StringBuilder.insert', 'java.time.OffsetDateTime.parse', 'java.lang.String.replaceAll', 'java.text.MessageFormat.format', 'java.lang.Double.toString']",1,1
Listing only files in directory,['java.io.File.isFile'],"['java.io.File.listFiles', 'java.io.File.list', 'java.util.jar.JarFile.entries', 'java.nio.file.Files.newDirectoryStream', 'java.nio.file.spi.FileSystemProvider.newDirectoryStream', 'java.nio.file.Files.copy', 'java.nio.file.Files.walkFileTree', 'java.nio.file.Files.find', 'java.io.File.exists', 'java.nio.file.Files.walk']",-1,10
How to blur a portion of an image with JAVA,['java.awt.image.BufferedImage.getSubimage'],"['java.awt.Graphics.drawImage', 'javax.imageio.ImageIO.write', 'java.awt.Graphics.fillRect', 'java.awt.geom.AffineTransform.getShearInstance', 'javax.imageio.ImageIO.getReaderFormatNames', 'java.awt.image.BufferedImage.getColorModel', 'java.awt.Graphics.clipRect', 'java.awt.Image.getScaledInstance', 'javax.imageio.ImageIO.read', 'java.applet.Applet.getCodeBase']",-1,7
Is there any way we can execute some java code when a jvm process is killed,['java.lang.Runtime.addShutdownHook'],"['java.lang.Runtime.addShutdownHook', 'java.lang.Thread.stop', 'java.lang.Runtime.exec', 'java.lang.Process.waitFor', 'java.sql.Statement.executeBatch', 'java.lang.ProcessBuilder.start', 'java.lang.Thread.interrupt', 'java.lang.Process.destroy', 'java.lang.System.exit', 'java.lang.Thread.suspend']",1,1
Java Stream API - count items of a nested list,"['java.util.stream.Stream.mapToInt', 'java.util.stream.IntStream.sum']","['java.util.stream.Collectors.counting', 'java.util.stream.IntStream.sum', 'java.util.stream.Stream.of', 'java.util.stream.Stream.flatMap', 'java.util.stream.Stream.flatMapToInt', 'java.util.stream.Collectors.groupingBy', 'java.util.stream.Collectors.summingInt', 'java.util.Arrays.asList', 'java.util.Arrays.stream', 'java.util.stream.Stream.findFirst']",2,4
Show an animated BG in Swing,"['java.awt.Graphics.drawImage', 'java.awt.Component.imageUpdate']","['javax.swing.ImageIcon.setImageObserver', 'java.awt.Component.imageUpdate', 'javax.swing.SwingUtilities.invokeLater', 'null', 'javax.swing.UIManager.put', 'java.lang.Thread.sleep', 'null', 'null', 'null', 'null']",2,2
How to append text to file in Java 8 using specified Charset,['java.nio.file.Files.write'],"['java.nio.file.Files.newBufferedWriter', 'java.nio.file.Files.write', 'java.nio.file.Paths.get', 'java.nio.file.Files.readAllLines', 'java.nio.charset.Charset.forName', 'java.nio.file.Files.lines', 'java.nio.charset.Charset.defaultCharset', 'java.util.Base64.Encoder.wrap', 'java.awt.Desktop.open', 'java.lang.String.format']",2,2
Run batch file from Java code,['java.lang.Runtime.exec'],"['java.lang.Runtime.exec', 'java.awt.Desktop.open', 'java.sql.Statement.addBatch', 'java.sql.PreparedStatement.addBatch', 'javax.swing.SwingUtilities.invokeLater', 'java.lang.System.exit', 'java.lang.Process.getInputStream', 'java.lang.Process.getErrorStream', 'java.lang.Process.waitFor', 'java.lang.Runtime.getRuntime']",1,4
Setting log level for inner class (in Glassfish),['java.util.logging.Logger.getLogger'],"['java.util.logging.Logger.setLevel', 'java.util.logging.Logger.log', 'java.util.logging.Logger.info', 'java.util.logging.Logger.getLogger', 'java.lang.Thread.setDefaultUncaughtExceptionHandler', 'java.util.logging.LogManager.readConfiguration', 'java.lang.reflect.AccessibleObject.setAccessible', 'java.lang.Class.getDeclaredMethods', 'java.util.logging.Level.parse', 'java.lang.System.console']",4,4
Java enums in generic type,['java.lang.Enum.valueOf'],"['java.lang.Class.getEnumConstants', 'java.lang.Enum.valueOf', 'java.util.EnumSet.complementOf', 'java.lang.reflect.Field.getType', 'java.lang.reflect.Array.newInstance', 'java.lang.Class.cast', 'null', 'null', 'java.lang.Class.newInstance', 'java.util.List.toArray']",2,2
How to call c++ functionality from java,['java.lang.Runtime.exec'],"['java.lang.Runtime.exec', 'java.lang.System.load', 'java.lang.System.loadLibrary', 'java.lang.Integer.toHexString', 'java.lang.System.currentTimeMillis', 'java.lang.Class.isAssignableFrom', 'java.lang.String.getBytes', 'java.lang.Object.clone', 'java.lang.String.charAt', 'java.util.ArrayList.get']",1,5
Get words around a position in a string,['java.lang.String.split'],"['java.lang.String.split', 'java.lang.String.indexOf', 'java.lang.String.contains', 'java.lang.String.equals', 'java.text.MessageFormat.format', 'java.lang.String.lastIndexOf', 'java.lang.String.equalsIgnoreCase', 'java.util.Arrays.toString', 'java.lang.Integer.parseInt', 'java.lang.String.replaceAll']",1,1
Align Strings in columns in JTextArea,"['java.util.Formatter.syntax', 'java.lang.String.format']","['javax.swing.JTextField.setHorizontalAlignment', 'javax.swing.JLabel.setVerticalAlignment', 'javax.swing.JLabel.setHorizontalAlignment', 'javax.swing.Scrollable.getScrollableTracksViewportWidth', 'javax.swing.SwingUtilities.invokeLater', 'javax.swing.text.JTextComponent.getCaretPosition', 'javax.swing.JTextArea.insert', 'javax.swing.JLabel.setVerticalTextPosition', 'javax.swing.JTextArea.setWrapStyleWord', 'javax.swing.JTextArea.setLineWrap']",-1,8
Measuring Download Speed Java,['java.lang.System.nanoTime'],"['java.lang.System.currentTimeMillis', 'java.lang.System.0oTime', 'java.lang.Thread.sleep', 'java.util.Arrays.sort', 'java.nio.ByteBuffer.get', 'java.util.Collections.shuffle', 'java.lang.Math.log10', 'java.lang.System.gc', 'java.nio.file.Files.copy', 'java.nio.channels.FileChannel.transferTo']",-1,6
Properly closing SSLSocket,['java.net.Socket.close'],"['java.net.Socket.isClosed', 'java.net.Socket.isConnected', 'javax.net.ssl.SSLSocketFactory.createSocket', 'java.net.Socket.close', 'javax.net.ssl.SSLSocket.startHandshake', 'java.io.FilterOutputStream.close', 'java.io.FileInputStream.close', 'java.sql.Connection.close', 'java.io.PrintWriter.checkError', 'javax.net.ssl.SSLContext.getInstance']",4,4
How can I write to a specific line number in a txt file in Java,"['java.nio.file.Files.write', 'java.nio.file.Files.readAllLines']","['java.nio.file.Files.write', 'java.nio.file.Files.newBufferedWriter', 'java.lang.Byte.parseByte', 'java.io.RandomAccessFile.seek', 'java.nio.file.Files.lines', 'java.nio.file.Files.readAllLines', 'java.util.Collections.shuffle', 'java.io.File.renameTo', 'java.io.BufferedReader.readLine', 'java.lang.String.split']",1,1
Java starting another Java Application,['java.lang.Runtime.exec'],"['java.awt.Desktop.open', 'java.lang.Thread.start', 'java.lang.Runtime.getRuntime', 'java.lang.System.exit', 'java.awt.Desktop.getDesktop', 'java.lang.Process.exitValue', 'java.lang.ClassLoader.loadClass', 'java.awt.Desktop.browse', 'java.lang.Runtime.exec', 'java.lang.Runtime.halt']",9,7
Program to get all files within a directory in Java,['java.io.File.list'],"['java.nio.file.Files.newDirectoryStream', 'java.nio.file.Files.copy', 'java.applet.Applet.getCodeBase', 'java.io.File.listFiles', 'java.nio.file.Files.walkFileTree', 'java.nio.file.Files.createDirectories', 'java.io.File.list', 'java.util.zip.ZipFile.getInputStream', 'java.util.jar.JarFile.entries', 'java.nio.file.Files.walk']",7,6
How to explicitly perform garbage collection,['java.lang.System.gc'],"['java.lang.System.gc', 'java.util.Arrays.sort', 'java.lang.Runtime.gc', 'java.lang.Long.valueOf', 'java.util.Arrays.fill', 'java.lang.Object.finalize', 'java.util.Collections.sort', 'java.util.Collections.shuffle', 'java.util.Collections.synchronizedMap', 'java.util.List.clear']",1,1
Setting the default application icon image in Java swing on OS X,['javax.swing.JFrame.setIconImage'],"['javax.swing.UIManager.getIcon', 'javax.swing.JFrame.setIconImage', 'java.awt.Frame.setUndecorated', 'java.awt.Toolkit.getDefaultToolkit', 'javax.swing.JComponent.setOpaque', 'javax.swing.JRootPane.setDefaultButton', 'javax.swing.UIManager.put', 'java.awt.Component.setBounds', 'javax.swing.SwingUtilities.invokeLater', 'javax.swing.UIManager.setLookAndFeel']",2,2
Remove end of line characters from end of Java String,['java.lang.String.trim'],"['java.lang.String.replaceAll', 'java.lang.String.trim', 'java.lang.String.replace', 'java.lang.String.substring', 'java.lang.StringBuilder.deleteCharAt', 'java.lang.String.indexOf', 'java.io.BufferedReader.readLine', 'java.lang.String.startsWith', 'java.lang.String.lastIndexOf', 'java.lang.Integer.parseInt']",2,1
How to determine last element when using an iterator,['java.util.Iterator.hasNext'],"['java.util.List.listIterator', 'java.util.Iterator.remove', 'java.lang.System.arraycopy', 'java.util.Set.iterator', 'java.util.ArrayList.toArray', 'java.util.ArrayList.get', 'java.util.List.indexOf', 'java.util.List.add', 'java.util.List.get', 'java.util.ListIterator.previous']",-1,6
How should I call a Perl Script in Java,"['java.lang.Process.getInputStream', 'java.lang.Runtime.getRuntime', 'java.lang.Runtime.exec', 'java.lang.Process.exitValue']","['java.lang.Runtime.getRuntime', 'java.lang.Runtime.exec', 'java.io.File.createTempFile', 'java.lang.System.getenv', 'java.lang.Process.getErrorStream', 'java.lang.Process.getOutputStream', 'java.lang.Process.waitFor', 'java.io.InputStream.available', 'java.lang.ProcessBuilder.start', 'java.lang.ProcessBuilder.command']",1,2
Replace first occurrence of character in Android/Java,['java.lang.String.replaceFirst'],"['java.lang.String.replaceFirst', 'java.lang.String.replaceAll', 'java.lang.String.replace', 'java.lang.String.indexOf', 'java.lang.String.charAt', 'java.lang.Character.toLowerCase', 'java.util.regex.Matcher.replaceAll', 'java.util.regex.Matcher.quoteReplacement', 'java.util.regex.Matcher.appendReplacement', 'java.util.regex.Pattern.quote']",1,7
how to kill a thread which is waiting for blocking function call in Java,"['java.lang.Thread.interrupt', 'java.lang.Thread.destroy', 'java.lang.Thread.stop']","['java.lang.Thread.interrupt', 'java.lang.Thread.stop', 'java.lang.Object.wait', 'java.lang.Thread.join', 'java.lang.Thread.suspend', 'java.lang.Object.notifyAll', 'java.lang.Thread.resume', 'java.lang.Thread.isInterrupted', 'java.lang.Object.notify', 'java.lang.Process.destroy']",1,2
Fastest way to sort an array of objects in java,['java.util.Arrays.sort'],"['java.util.Arrays.sort', 'java.util.Collections.sort', 'java.lang.Class.getFields', 'java.lang.System.arraycopy', 'java.util.Arrays.binarySearch', 'java.lang.StringBuilder.append', 'java.util.Arrays.fill', 'java.util.Collections.binarySearch', 'java.util.Collections.shuffle', 'java.util.Comparator.comparing']",1,1
What is the sorting algorithm for Java,"['java.util.Collections.sort', 'java.util.Arrays.sort']","['java.util.Arrays.sort', 'java.util.Collections.sort', 'java.util.Arrays.binarySearch', 'java.util.List.sort', 'java.util.Comparator.naturalOrder', 'java.util.Collections.binarySearch', 'java.util.Collections.shuffle', 'java.util.Comparator.comparing', 'java.util.TreeMap.values', 'java.lang.String.compareTo']",1,1
passing parameters to a JDBC PreparedStatement,['java.sql.PreparedStatement.setString'],"['java.sql.PreparedStatement.addBatch', 'java.sql.PreparedStatement.setArray', 'java.sql.PreparedStatement.setObject', 'java.sql.PreparedStatement.setInt', 'java.sql.Date.valueOf', 'java.sql.Statement.executeQuery', 'java.sql.Statement.executeUpdate', 'java.sql.Statement.addBatch', 'java.sql.ResultSet.getObject', 'java.sql.Timestamp.valueOf']",-1,10
Check if class exists without running into ClassNotFoundException,['java.lang.Class.forName'],"['java.lang.Class.forName', 'java.net.URLClassLoader.newInstance', 'java.lang.Class.getMethod', 'java.nio.file.Files.notExists', 'java.lang.Class.getField', 'java.lang.Thread.getContextClassLoader', 'java.lang.Class.getDeclaredField', 'java.lang.Class.getDeclaredMethods', 'java.lang.Class.isInstance', 'java.io.File.exists']",1,1
Determine which thread owns a monitor,"['java.lang.Thread.holdsLock', 'java.lang.management.ThreadMXBean.isObjectMonitorUsageSupported']","['java.lang.Thread.holdsLock', 'java.lang.Thread.getState', 'java.lang.Object.wait', 'java.lang.Thread.join', 'java.lang.Thread.currentThread', 'java.util.concurrent.Executors.newCachedThreadPool', 'java.lang.Thread.sleep', 'java.util.concurrent.locks.Condition.await', 'java.util.concurrent.Executors.newSingleThreadExecutor', 'java.lang.Thread.start']",1,1
How can a Swing WindowListener veto JFrame closing,['javax.swing.JFrame.setDefaultCloseOperation'],"['javax.swing.JFrame.setDefaultCloseOperation', 'javax.swing.JDialog.setDefaultCloseOperation', 'java.awt.TrayIcon.addActionListener', 'java.awt.Component.repaint', 'javax.swing.JFrame.setLayout', 'java.awt.event.WindowListener.windowClosing', 'java.awt.Window.dispose', 'javax.swing.SwingUtilities.invokeLater', 'java.awt.Dialog.setModalityType', 'java.awt.Window.getWindows']",1,1
Finding Mouse Position relative to a panel,['java.awt.event.MouseEvent.getPoint'],"['java.awt.event.MouseEvent.getPoint', 'java.awt.Container.getInsets', 'java.awt.Container.findComponentAt', 'javax.swing.text.JTextComponent.getCaretPosition', 'java.awt.event.MouseEvent.getYOnScreen', 'java.awt.MouseInfo.getPointerInfo', 'java.awt.event.MouseEvent.getXOnScreen', 'java.awt.Robot.mouseMove', 'javax.swing.JFrame.getContentPane', 'java.awt.Component.getMousePosition']",1,1
How to format a 3-digit integer to a 4-digit string,['java.lang.String.format'],"['java.lang.String.format', 'java.lang.Integer.parseInt', 'java.lang.Integer.toString', 'java.lang.String.valueOf', 'java.lang.Double.toString', 'java.lang.Integer.decode', 'java.lang.Math.round', 'java.io.PrintStream.printf', 'java.lang.Long.parseLong', 'java.lang.StringBuilder.insert']",1,2
"In java, how do I process CompletableFutures and get the first desireable result that completes",['java.util.concurrent.CompletableFuture.allOf'],"['java.util.concurrent.CompletableFuture.allOf', 'java.util.concurrent.CompletableFuture.supplyAsync', 'java.util.concurrent.CompletableFuture.anyOf', 'java.util.concurrent.CompletableFuture.runAsync', 'java.util.concurrent.ExecutorService.invokeAny', 'java.util.concurrent.CompletableFuture.get', 'java.util.concurrent.CompletableFuture.completedFuture', 'java.util.concurrent.Future.get', 'java.util.concurrent.ExecutorService.shutdown', 'java.util.concurrent.CompletableFuture.join']",1,1
How to iterate from last to first an ArrayList,['java.util.List.listIterator'],"['java.util.Iterator.remove', 'java.util.List.remove', 'java.lang.System.arraycopy', 'java.util.LinkedList.remove', 'java.util.Collections.unmodifiableList', 'java.util.ArrayList.remove', 'java.util.Collections.reverse', 'java.util.Iterator.hasNext', 'java.util.Collections.rotate', 'java.util.ArrayList.get']",-1,8
How to convert util.Date to time.LocalDate correctly for dates before 1893,['java.time.LocalDate.parse'],"['java.time.LocalDate.parse', 'java.util.Date.getTime', 'java.util.Date.toString', 'java.time.LocalTime.parse', 'java.util.Date.toInstant', 'java.time.OffsetDateTime.of', 'java.sql.Date.valueOf', 'java.time.ZoneId.systemDefault', 'java.util.GregorianCalendar.setGregorianChange', 'java.text.DateFormat.setTimeZone']",1,1
How do I create a log4j Logger using Spring XML configuration,['java.util.logging.Logger.getLogger'],"['java.util.logging.Logger.getLogger', 'java.lang.System.getProperties', 'java.lang.System.setProperty', 'java.util.logging.LogManager.getLogger', 'java.lang.Throwable.getStackTrace', 'java.lang.Class.forName', 'java.lang.Throwable.getMessage', 'null', 'null', 'null']",1,1
Java scroll JScrollPane with JPanel within to bottom,"['javax.swing.JComponent.scrollRectToVisible', 'javax.swing.JScrollPane.getVerticalScrollBar']","['javax.swing.JScrollPane.getViewport', 'javax.swing.JComponent.setBorder', 'javax.swing.JComponent.scrollRectToVisible', 'null', 'null', 'javax.swing.text.DefaultCaret.setUpdatePolicy', 'null', 'null', 'javax.swing.JScrollBar.addAdjustmentListener', 'javax.swing.SwingUtilities.invokeLater']",3,3
how to make multiple line string to single line string,['java.lang.String.replaceAll'],"['java.lang.String.split', 'java.lang.String.replaceAll', 'java.io.InputStreamReader.read', 'java.util.stream.IntStream.of', 'java.lang.System.lineSeparator', 'java.lang.StringBuilder.deleteCharAt', 'java.lang.String.equals', 'java.lang.String.format', 'java.util.Arrays.toString', 'java.lang.String.replace']",2,3
Using the equals() method with String and Object in Java,"['java.lang.Object.hashCode', 'java.lang.String.equals', 'java.lang.Object.equals']","['java.lang.Object.hashCode', 'java.lang.String.equals', 'java.lang.Object.equals', 'java.lang.Integer.valueOf', 'java.lang.String.compareTo', 'java.util.Arrays.toString', 'java.lang.String.intern', 'java.util.List.equals', 'java.util.AbstractSet.equals', 'java.lang.Object.toString']",1,4
How do I iterate over an Array field reflectively,['java.lang.reflect.Field.get'],"['java.util.HashMap.values', 'java.util.HashMap.keySet', 'java.lang.Class.getDeclaredConstructors', 'java.lang.Class.getDeclaredConstructor', 'java.lang.Class.getComponentType', 'java.lang.Class.isArray', 'java.lang.Class.getDeclaredFields', 'java.lang.reflect.Field.getType', 'java.util.Iterator.next', 'java.lang.Class.getConstructor']",-1,8
Sorting an ArrayList of Person with java collections,['java.util.Collections.sort'],"['java.util.Collections.sort', 'java.util.Arrays.sort', 'java.util.Arrays.binarySearch', 'java.util.List.sort', 'java.util.List.subList', 'java.util.ArrayList.sort', 'java.util.List.addAll', 'java.util.Comparator.comparing', 'java.util.ArrayList.add', 'java.util.Arrays.asList']",1,1
"Inserting values in Map< K, V >",['java.util.Map.put'],"['java.util.Map.computeIfAbsent', 'java.util.stream.Collectors.groupingBy', 'java.util.Map.get', 'java.util.stream.Collectors.toMap', 'java.util.Map.put', 'java.util.Map.Entry.equals', 'java.util.Map.entrySet', 'java.util.stream.Stream.collect', 'java.util.Map.getOrDefault', 'java.util.Collections.sort']",5,5
Select a particular type of file in java,['java.io.File.listFiles'],"['javax.swing.JFileChooser.getSelectedFiles', 'javax.swing.JFileChooser.setMultiSelectionEnabled', 'java.awt.FileDialog.setMultipleMode', 'javax.xml.xpath.XPath.evaluate', 'java.lang.Runtime.exec', 'javax.swing.JTabbedPane.setSelectedIndex', 'java.io.File.listFiles', 'java.lang.ProcessBuilder.directory', 'java.lang.ProcessBuilder.start', 'java.lang.Class.getResourceAsStream']",7,4
How to sort an attribute of an object using Collections,['java.util.Collections.sort'],"['java.util.Collections.sort', 'java.util.Arrays.sort', 'java.util.Collections.reverseOrder', 'java.lang.System.identityHashCode', 'java.util.Collections.reverse', 'java.util.List.sort', 'java.util.ArrayList.add', 'java.util.List.toArray', 'java.lang.Integer.compareTo', 'java.util.Arrays.asList']",1,2
How to get key position from a HashMap in Java,['java.util.Map.keySet'],"['java.util.Map.Entry.getKey', 'java.util.HashMap.get', 'java.util.Map.get', 'java.util.Map.Entry.getValue', 'java.util.HashMap.keySet', 'java.util.Map.size', 'java.util.HashMap.put', 'java.util.HashMap.clone', 'java.util.Map.entrySet', 'java.util.Map.keySet']",10,9
Avoiding PermGen out of memory and GC overhead limit exceeded,['java.lang.System.gc'],"['java.lang.System.gc', 'java.lang.Object.finalize', 'java.util.zip.Deflater.finalize', 'java.lang.Runtime.freeMemory', 'java.util.zip.Deflater.end', 'java.lang.String.intern', 'java.util.zip.Inflater.end', 'java.lang.String.substring', 'null', 'null']",1,1
Determine if a Java `Lock` is held by the current thread,['java.util.concurrent.locks.ReentrantLock.isHeldByCurrentThread'],"['java.lang.Thread.currentThread', 'java.lang.Thread.holdsLock', 'java.util.Collections.synchronizedMap', 'java.util.concurrent.locks.Lock.tryLock', 'java.time.format.DateTimeFormatter.withZone', 'java.lang.Thread.sleep', 'java.util.Locale.setDefault', 'java.util.concurrent.CountDownLatch.await', 'java.util.concurrent.ExecutorService.invokeAll', 'java.util.concurrent.Executors.newScheduledThreadPool']",-1,7
How to create a Class of primitive array,['java.lang.Class.getName'],"['java.lang.reflect.Array.newInstance', 'java.lang.Class.isArray', 'java.lang.reflect.Array.getLength', 'java.lang.System.arraycopy', 'java.lang.Class.isInstance', 'java.lang.Class.forName', 'java.util.Arrays.fill', 'java.util.stream.Stream.toArray', 'java.util.Arrays.stream', 'java.util.Arrays.toString']",-1,9
How to convert a negative integer into two's complement binary form? (Java),['java.lang.Integer.toBinaryString'],"['java.lang.Integer.toBinaryString', 'java.lang.Integer.valueOf', 'java.lang.Integer.parseInt', 'java.lang.Math.pow', 'java.lang.Long.parseLong', 'java.lang.Integer.toString', 'java.lang.Math.abs', 'java.lang.Double.toString', 'java.lang.Double.valueOf', 'java.lang.Float.toString']",1,3
"How to replace "" \ "" with "" \\ "" in java",['java.lang.String.replaceAll'],"['java.lang.String.replaceAll', 'java.lang.String.replace', 'java.util.regex.Matcher.replaceAll', 'java.lang.String.split', 'java.util.regex.Matcher.quoteReplacement', 'java.util.regex.Matcher.appendReplacement', 'java.util.regex.Pattern.quote', 'java.lang.System.lineSeparator', 'java.util.Arrays.copyOf', 'java.lang.Runtime.exec']",1,2
Converting result of Math.sin(x) into a result for degrees in java,"['java.lang.Math.toDegrees', 'java.lang.Math.toRadians']","['java.lang.Math.toDegrees', 'java.lang.Math.toRadians', 'java.lang.Math.atan', 'java.lang.Math.cos', 'java.lang.Math.atan2', 'java.lang.Math.ceil', 'java.lang.Math.acos', 'java.lang.Math.sin', 'java.lang.Math.pow', 'java.lang.Math.asin']",1,1
Does anyone know a library containing all localized country names in java,['java.util.Locale.getISOCountries'],"['java.util.Locale.getISOCountries', 'java.text.NumberFormat.getCurrencyInstance', 'java.util.Locale.getDisplayCountry', 'java.time.format.DateTimeFormatter.ofPattern', 'java.util.Locale.getAvailableLocales', 'java.util.Locale.getDefault', 'java.text.DateFormat.getDateInstance', 'java.util.Locale.toString', 'java.text.NumberFormat.setCurrency', 'java.time.Month.getDisplayName']",1,1
String pool creating two string objects for same String in Java,['java.lang.String.intern'],"['java.lang.String.intern', 'java.lang.StringBuilder.toString', 'java.lang.String.equals', 'java.lang.Integer.valueOf', 'java.lang.StringBuilder.append', 'java.lang.StringBuffer.append', 'java.lang.Integer.parseInt', 'java.lang.Object.toString', 'java.lang.String.split', 'java.util.Scanner.nextInt']",1,1
Hash a double in Java,"['java.lang.Double.hashCode', 'java.lang.Double.doubleToLongBits']","['java.math.BigDecimal.valueOf', 'java.lang.Double.toString', 'java.lang.Double.equals', 'java.util.Objects.hash', 'java.lang.Integer.valueOf', 'java.util.Arrays.hashCode', 'java.lang.Object.hashCode', 'java.util.Objects.hashCode', 'java.lang.Math.abs', 'java.lang.String.valueOf']",-1,8
Varargs method modifies caller's array instead of its own copy,"['java.lang.System.arraycopy', 'java.util.Arrays.copyOf']","['java.lang.System.arraycopy', 'java.lang.Object.clone', 'java.util.Arrays.copyOfRange', 'java.lang.Class.getConstructors', 'java.util.ArrayList.toArray', 'java.util.Collections.copy', 'java.util.Arrays.asList', 'java.util.Arrays.copyOf', 'java.util.ArrayList.addAll', 'java.lang.reflect.Array.newInstance']",1,1
How to retrieve milliseconds from java.sql.Timestamp,['java.sql.Timestamp.getTime'],"['java.sql.Timestamp.getTime', 'java.sql.ResultSet.getTimestamp', 'java.sql.Timestamp.from', 'java.sql.CallableStatement.setTimestamp', 'java.sql.Timestamp.compareTo', 'java.sql.Timestamp.valueOf', 'java.sql.PreparedStatement.setTimestamp', 'java.util.Calendar.getTime', 'java.util.Date.from', 'java.util.Calendar.getTimeInMillis']",1,6
Read/write blob data in chunks with Hibernate,['java.sql.Blob.getBinaryStream'],"['java.io.FileInputStream.read', 'java.sql.Connection.createBlob', 'java.io.DataInputStream.readFully', 'java.io.InputStream.read', 'java.nio.ByteBuffer.compact', 'javax.imageio.ImageIO.read', 'java.lang.String.split', 'java.io.File.length', 'java.util.Arrays.deepEquals', 'java.util.Arrays.equals']",-1,10
